exercise,type,bodypart,equipment,level
Half Turkish get-up,Strength,Abdominals,Body Only,Intermediate
30 Hanging Oblique Crunch,Strength,Abdominals,Body Only,Intermediate
30 Hollow-Body Hold,Strength,Abdominals,Body Only,Intermediate
Parallel bars knee raise,Strength,Abdominals,Body Only,Intermediate
30 Landmine Twist,Strength,Abdominals,Body Only,Intermediate
Parallel bars leg raise,Strength,Abdominals,Body Only,Intermediate
Otis-up-,Strength,Abdominals,Body Only,Intermediate
30 Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
30 Spider Crawl,Strength,Abdominals,Body Only,Intermediate
Spider crunch,Strength,Abdominals,Body Only,Intermediate
Toe-touch,Strength,Abdominals,Body Only,Intermediate
30 Hanging Toes-To-Bar,Strength,Abdominals,Body Only,Intermediate
30 V-Up,Strength,Abdominals,Body Only,Intermediate
Cocoon crunch,Strength,Abdominals,Body Only,Intermediate
Bench oblique crunch,Strength,Abdominals,Body Only,Intermediate
Full moon-,Strength,Abdominals,Body Only,Intermediate
Push-up to side plank,Strength,Abdominals,Body Only,Intermediate
Tyler Holt V-Up,Strength,Abdominals,Body Only,Intermediate
Tyler Holt Plank,Strength,Abdominals,Body Only,Intermediate
Tyler Holt Hip-Dip,Strength,Abdominals,Body Only,Intermediate
Suicides,Strength,Abdominals,Body Only,Intermediate
Holman Towel Straight Plank Jack,Strength,Abdominals,Body Only,Intermediate
Holman Towel Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Towel Elbow Plank Jack,Strength,Abdominals,Body Only,Intermediate
Holman Towel Elbow Plank Pike,Strength,Abdominals,Body Only,Intermediate
Holman Towel Straight Plank Hand Reach,Strength,Abdominals,Body Only,Intermediate
Holman Towel Wax-On Wax-Off,Strength,Abdominals,Body Only,Intermediate
Holman Towel Wide Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Towel Dirty Dog,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Holman Killer Abs,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Split Jack,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Swim,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Saw,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
Holman Hand-Elevated Walk-Over Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Hands-Elevated Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Seated Pike,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Up-Down Plank,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Hand Tap,Strength,Abdominals,Body Only,Intermediate
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Squat Thrust,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Single-Leg Pike,Strength,Abdominals,Body Only,Intermediate
Holman Knee Pull-In Crunch,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank with Hand Tap,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank with Dirty Dog,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Roll,Strength,Abdominals,Body Only,Intermediate
Holman Froggy Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Holman In-Out Straight Plank,Strength,Abdominals,Body Only,Intermediate
Holman Bicycle,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Diagonal Knee Pull-in,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank with Step-Out,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Slow L-Raise,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Plank with Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Up-Down Elbow Plank,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Standing Heel Click,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Right-Left Jack to Split Jack,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Jack to Ninja Knees,Strength,Abdominals,Body Only,Intermediate
Holman Right Side Elbow Plank with Left Leg Swing,Strength,Abdominals,Body Only,Intermediate
Holman Left Side Elbow Plank with Right Leg Swing,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Abdominals,Body Only,Intermediate
Holman Boat Press with Leg Extension,Strength,Abdominals,Body Only,Intermediate
Holman Shoulder Tap to Dirty Dog,Strength,Abdominals,Body Only,Intermediate
Holman Standing Russian Twist,Strength,Abdominals,Body Only,Intermediate
Holman Hovering Plank with Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank to Walk-Up Pike,Strength,Abdominals,Body Only,Intermediate
Holman Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Pike to Renegade Row,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Hip Drop to Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Crab Kick,Strength,Abdominals,Body Only,Intermediate
Holman Wounded Bear Crawl,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Crab Reach,Strength,Abdominals,Body Only,Intermediate
Holman Hovering Panther Core Stabilizer,Strength,Abdominals,Body Only,Intermediate
Holman Burpee to Forward Lunge,Strength,Abdominals,Body Only,Intermediate
Holman Seated Knee Pull-In Series,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Pike,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Abdominals,Body Only,Intermediate
Holman Boat Pull-Over,Strength,Abdominals,Body Only,Intermediate
Holman Squat Pulse to Plyometric Jump,Strength,Abdominals,Body Only,Intermediate
Holman Hands Down Heel Click,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank to Kick-Up,Strength,Abdominals,Body Only,Intermediate
Holman Hands-Elevated Split Jack,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Plank Reach,Strength,Abdominals,Body Only,Intermediate
Holman Hand-Elevated Side Plank Semicircle,Strength,Abdominals,Body Only,Intermediate
Holman Hands-Elevated Straight Plank Pike,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Rolling Elbow Plank,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Jack,Strength,Abdominals,Body Only,Intermediate
Holman Squat Thrust to Alternating Knee-In,Strength,Abdominals,Body Only,Intermediate
Holman Supine Double Pike,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Alternating Pike,Strength,Abdominals,Body Only,Intermediate
Holman Seated Killer Abs,Strength,Abdominals,Body Only,Intermediate
Holman Side Plank Hip Drop,Strength,Abdominals,Body Only,Intermediate
Holman Wide Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Straight-Legged Bicycle,Strength,Abdominals,Body Only,Intermediate
Holman Stair Toe Tap,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank Ninja,Strength,Abdominals,Body Only,Intermediate
Holman Traveling Stair Climb Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Hands-Elevated Burpee,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Donkey Kick,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Straight Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
Holman Towel Burpee,Strength,Abdominals,Body Only,Intermediate
Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Abdominals,Body Only,Intermediate
Holman Straight-Legged Hip Raise,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Ninja Knee Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Hip Raise,Strength,Abdominals,Body Only,Intermediate
Holman Left Hand Right Foot Crab Reach,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Abdominals,Body Only,Intermediate
Holman Right Hand Left Foot Sleeping Crab,Strength,Abdominals,Body Only,Intermediate
Holman Left Hand Right Foot Sleeping Crab,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank with Alternating Leg Kick-Under,Strength,Abdominals,Body Only,Intermediate
Holman Right Hip Drop Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Right Side Diagonal Burpee,Strength,Abdominals,Body Only,Intermediate
Holman Left Hip Drop Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Right Leg 7-Up Crunch,Strength,Abdominals,Body Only,Intermediate
Holman Left Leg 7-Up Crunch,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Jack,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Couch Hill Climber,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Right Side Plank,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Up-Down Plank to Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Pike,Strength,Abdominals,Body Only,Intermediate
Holman Ninja Knee Straight Plank,Strength,Abdominals,Body Only,Intermediate
Holman Reverse Crunch to Hip Raise,Strength,Abdominals,Body Only,Intermediate
Holman Straight Plank Quick Reach,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Diagonal Straight Plank,Strength,Abdominals,Body Only,Intermediate
Holman Feet-Elevated Left Side Plank,Strength,Abdominals,Body Only,Intermediate
Holman Right Hand Left Foot Crab Reach,Strength,Abdominals,Body Only,Intermediate
Holman Low-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Abdominals,Body Only,Intermediate
Holman High-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate
Holman Single-Leg Right Pike,Strength,Abdominals,Body Only,Intermediate
Holman Single-Leg Left Pike,Strength,Abdominals,Body Only,Intermediate
Holman Shoulder Tap to Hand Tap,Strength,Abdominals,Body Only,Intermediate
Holman Towel Reverse Plank Jack,Strength,Abdominals,Body Only,Intermediate
Holman Side-to-Side Twist,Strength,Abdominals,Body Only,Intermediate
Holman Crab Kick with Hop,Strength,Abdominals,Body Only,Intermediate
Holman Crab Reach to Crab Kick,Strength,Abdominals,Body Only,Intermediate
Holman Wide Squat Side-to-Side Obliques,Strength,Abdominals,Body Only,Intermediate
Holman Side Plank Crunch,Strength,Abdominals,Body Only,Intermediate
Total Fitness Ab Tuck,Strength,Abdominals,Body Only,Intermediate
Active hang from bar,Strength,Abdominals,Body Only,Intermediate
Cat-cow,Strength,Abdominals,Body Only,Intermediate
Crab walk,Strength,Abdominals,Body Only,Intermediate
Lunge with overhead reach,Strength,Abdominals,Body Only,Intermediate
Hang from bar,Strength,Abdominals,Body Only,Intermediate
Total Fitness Hollow Hold,Strength,Abdominals,Body Only,Intermediate
Total Fitness Side Plank,Strength,Abdominals,Body Only,Intermediate
Side plank pulse,Strength,Abdominals,Body Only,Intermediate
Total Fitness Spider Crawl (Unweighted),Strength,Abdominals,Body Only,Intermediate
Total Fitness V-Up,Strength,Abdominals,Body Only,Intermediate
MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Abdominals,Body Only,Intermediate
Alternating sit-through with crunch-,Strength,Abdominals,Body Only,Intermediate
MetaBurn Alternating Toe-Touch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Janda Sit-Up,Strength,Abdominals,Body Only,Intermediate
MetaBurn Oblique Roll Crunch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plank Jack,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plank To Alternating Side Plank,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plank Up-Down,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plank Wiper,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plank With Alternating Toe-Touch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Plyo Push-Up,Strength,Abdominals,Body Only,Intermediate
MetaBurn Psycho Crunch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Scapular Retraction Plank,Strength,Abdominals,Body Only,Intermediate
MetaBurn Scapular Retraction Plank Hold,Strength,Abdominals,Body Only,Intermediate
MetaBurn Scorpion,Strength,Abdominals,Body Only,Intermediate
MetaBurn Side Crawler,Strength,Abdominals,Body Only,Intermediate
MetaBurn Side Plank Oblique Crunch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Sit-Through,Strength,Abdominals,Body Only,Intermediate
MetaBurn Sit-Up To V-Up,Strength,Abdominals,Body Only,Intermediate
MetaBurn Sit-Up With Rotation,Strength,Abdominals,Body Only,Intermediate
MetaBurn Split-Leg Crunch,Strength,Abdominals,Body Only,Intermediate
MetaBurn Tabletop Hip Thrust,Strength,Abdominals,Body Only,Intermediate
MetaBurn Tabletop With Russian Kick,Strength,Abdominals,Body Only,Intermediate
MetaBurn Toe Driver Abs,Strength,Abdominals,Body Only,Intermediate
MetaBurn-V-Up,Strength,Abdominals,Body Only,Intermediate
X-body V-up,Strength,Abdominals,Body Only,Intermediate
MetaBurn Swivel Crunch,Strength,Abdominals,Body Only,Intermediate
Robertson Core-Engaged Dead Bug,Strength,Abdominals,Body Only,Intermediate
FYR2 Double-Under,Strength,Abdominals,Body Only,Intermediate
FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Abdominals,Body Only,Intermediate
FYR2 Flutter Kick,Strength,Abdominals,Body Only,Intermediate
FYR2 Half-Moon,Strength,Abdominals,Body Only,Intermediate
FYR2 Leopard Crawl,Strength,Abdominals,Body Only,Intermediate
FYR2 Plank Alternating Front Step,Strength,Abdominals,Body Only,Intermediate
FYR2 Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
Hand shift plank,Strength,Abdominals,Body Only,Intermediate
Cross-body plank march,Strength,Abdominals,Body Only,Intermediate
Bent-knee Copenhagen hip adduction,Strength,Abdominals,Body Only,Intermediate
Copenhagen plank,Strength,Abdominals,Body Only,Intermediate
ACFT Hanging leg tuck,Strength,Abdominals,Body Only,Intermediate
Alternating hanging knee raise,Strength,Abdominals,Body Only,Intermediate
Plank To Sphinx,Strength,Abdominals,Body Only,Intermediate
Twisting Mountain Climbers,Strength,Abdominals,Body Only,Intermediate
Jack Knives,Strength,Abdominals,Body Only,Intermediate
Hanging Leg Raises,Strength,Abdominals,Body Only,Intermediate
Dumbbell suitcase crunch,Strength,Abdominals,Medicine Ball,Intermediate
Medicine ball rotational throw,Strength,Abdominals,Medicine Ball,Intermediate
Hollow-hold ball toss,Strength,Abdominals,Medicine Ball,Intermediate
Partner front Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner
Sit-up with single-arm overhand throw,Plyometrics,Abdominals,Medicine Ball,Intermediate
Medicine ball partner twist,Plyometrics,Abdominals,Medicine Ball,Intermediate
Partner side Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner
Medicine ball half moon,Strength,Abdominals,Medicine Ball,Intermediate
Exercise ball roll-out,Strength,Abdominals,Medicine Ball,Intermediate
Medicine ball pass,Strength,Abdominals,Medicine Ball,Intermediate
Partner medicine ball sit-up,Strength,Abdominals,Medicine Ball,Intermediate
Medicine ball Russian twist,Strength,Abdominals,Medicine Ball,Intermediate
30 Medicine Ball Slam,Strength,Abdominals,Medicine Ball,Intermediate
Medicine ball twist,Strength,Abdominals,Medicine Ball,Intermediate
FYR2 Medicine Ball Complex,Strength,Abdominals,Medicine Ball,Intermediate
FYR2 Medicine Ball Fire-Feet Drill,Strength,Abdominals,Medicine Ball,Intermediate
FYR2 Medicine Ball Knees-to-Chest,Strength,Abdominals,Medicine Ball,Intermediate
FYR2 Medicine Ball Mountain Climber,Strength,Abdominals,Medicine Ball,Intermediate
Exercise Ball Pull-In,Strength,Abdominals,Exercise Ball,Intermediate
Exercise ball crunch,Strength,Abdominals,Exercise Ball,Intermediate
Feet-elevated crunch,Strength,Abdominals,Exercise Ball,Intermediate
Weighted Ball Side Bend,Strength,Abdominals,Exercise Ball,Beginner
Swiss Ball Ab Roll-Out,Strength,Abdominals,Exercise Ball,Intermediate
Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Cable,Intermediate
Exercise ball squat and twist,Strength,Abdominals,Exercise Ball,Intermediate
Swiss Ball V-Up With Foot Pass,Strength,Abdominals,Exercise Ball,Intermediate
Exercise ball pike,Strength,Abdominals,Exercise Ball,Intermediate
Exercise ball bird dog,Strength,Abdominals,Exercise Ball,Intermediate
Exercise ball superman,Strength,Abdominals,Exercise Ball,Intermediate
BOSU cross-body crunch,Strength,Abdominals,Exercise Ball,Intermediate
Exercise Ball Knee Tuck - Gethin Varation,Strength,Abdominals,Exercise Ball,Intermediate
Alternating Exercise Ball Knee Tucks - Gethin Variation,Strength,Abdominals,Exercise Ball,Intermediate
AM Ball Crunch,Strength,Abdominals,Exercise Ball,Intermediate
30 Bosu Cable Reverse Crunch,Strength,Abdominals,Exercise Ball,Intermediate
BOSU knee tuck,Strength,Abdominals,Exercise Ball,Intermediate
30 Side Plank On Ball,Strength,Abdominals,Exercise Ball,Intermediate
Hanging exercise ball leg raise,Strength,Abdominals,Exercise Ball,Intermediate
Taylor Exercise Ball Stir-The-Pot,Strength,Abdominals,Exercise Ball,Intermediate
FYR2 Air Ball,Strength,Abdominals,Exercise Ball,Intermediate
Feet-elevated plank on ball,Strength,Abdominals,Exercise Ball,Intermediate
